name+email+address+phone+parent_name+parent_email+parent_phone+ethnicity+gpa+grade+school_type+prev_cs+q1+q2+q3+q4+q5+s1+s2+s3+s4
Esek Ipexeh+Ijut@gmail.com+349 Rte 31 Flemington, NJ 08822-5777+288-455-8399+Avexam Uquixi+Yiy@gmail.com+311-286-9441+African American+83+10+charter+no+5+7+0+9+9+c4+c2+c1+c2
Ade Ofomequ+Iho@gmail.com+348 Cruisers Dr Polk City, FL 33868-5127+826-936-1494+Rag Vuqu+Fiy@gmail.com+664-513-6716+African American+67+10+private+no+6+1+6+7+3+c1+c1+c3+c2
Ilutu Ufime+Susi@gmail.com+120 Aurora St Stockton, CA 95202-3127+791-764-5563+Ozu Uzaja+Ket@gmail.com+298-687-1634+African American+85+10+CTE+yes+1+4+4+4+1+c4+c2+c1+c1
Uzogu Ten+Equit@gmail.com+727 E 11th St Chattanooga, TN 37403-3104+295-441-6291+Lupor Tefoc+Yiw@gmail.com+374-847-4624+African American+89+11+CTE+no+2+4+1+3+6+c4+c1+c1+c2
Eti Ixeg+Efus@gmail.com+2361 Nw 33rd St Oakland Park, FL 33309-6447+824-259-9361+Avum Doh+Ezay@gmail.com+591-188-8171+African American+92+11+private+yes+9+7+2+4+9+c4+c2+c3+c2
Jir Ijina+Ahuw@gmail.com+9 Evans Ln Cherry Hill, NJ 08003-1805+122-562-5982+Ewaqu Uga+Raje@gmail.com+165-815-9886+African American+95+11+CTE+yes+8+4+7+6+6+c2+c2+c1+c2
Nog Yacak+Lud@gmail.com+2837 Glade Aster Ct Raleigh, NC 27604-5468+325-219-2828+Raxuc Timuz+Acuqu@gmail.com+585-664-6399+African American+93+11+charter+no+2+2+8+9+6+c1+c1+c1+c1
Mel Axabaxo+Niz@gmail.com+213 Elmwood Dr Colorado Spgs, CO 80907-4355+267-912-6158+Bok Hef+Ipuge@gmail.com+189-166-4461+Southeast Asian+67+10+private+no+1+7+1+1+3+c4+c1+c1+c2
Ziy Hini+Cacif@gmail.com+49 Johns Valley Dr Fishersville, VA 22939-2049+319-667-1245+Ije Yolugoy+Etiso@gmail.com+626-462-4858+South Asian+66+10+public+yes+3+7+6+6+3+c3+c2+c3+c2
Lud Yefoyu+Yex@gmail.com+1722 Easterling St Prichard, AL 36610-3102+312-473-3331+Eruv Oso+Yij@gmail.com+651-435-1399+East Asian+68+10+charter+no+6+5+1+9+1+c2+c2+c2+c1
Uvo Cekofo+Ozidaw@gmail.com+2361 Nw 33rd St Oakland Park, FL 33309-6447+249-997-3849+Pode Jadun+Zuv@gmail.com+515-982-1971+African American+77+11+CTE+no+9+8+3+1+0+c3+c1+c1+c2
Akacu Ohogux+Izu@gmail.com+348 Cruisers Dr Polk City, FL 33868-5127+466-336-6837+Odare Esufin+Yoqu@gmail.com+377-695-8538+African American+93+10+charter+yes+7+4+2+1+0+c2+c2+c4+c1
Git Ivevu+Urege@gmail.com+9 Evans Ln Cherry Hill, NJ 08003-1805+499-429-3267+Oyata Tore+Ceg@gmail.com+795-286-6637+African American+67+11+public+yes+7+8+2+1+8+c1+c1+c3+c2
Mag Zaf+Emu@gmail.com+1401 Genesee St Utica, NY 13501-4343+473-983-8197+Biv Imemig+Rup@gmail.com+675-372-9699+African American+75+10+CTE+no+8+7+8+5+6+c2+c2+c1+c2
Axoniv Ifik+Zenel@gmail.com+01 S Weber St Colorado Springs, CO 80903-2156+623-939-5858+Zey Abihu+Afeh@gmail.com+754-379-5298+African American+84+10+public+no+4+6+3+0+1+c2+c2+c1+c2
Quor Oku+Iwulab@gmail.com+1937 Jackson St Alexandria, LA 71301-6438+198-216-7238+Epin Owijok+Ged@gmail.com+587-372-4866+Southeast Asian+91+11+CTE+yes+6+6+4+4+4+c1+c1+c2+c2
Mato Otofiku+Vux@gmail.com+348 Cruisers Dr Polk City, FL 33868-5127+915-938-8826+Obin Aquomo+Quom@gmail.com+142-868-4849+African American+95+10+private+yes+5+3+6+0+1+c1+c2+c3+c1
Elo Mavoton+Peh@gmail.com+95 Rowland Way Novato, CA 94945-5001+792-221-8469+Ojo Biyeje+Ikujo@gmail.com+591-551-5778+African American+98+10+private+yes+9+4+9+7+3+c1+c2+c2+c1
Lotu Bojisod+Ura@gmail.com+100 S Main St Southampton, NY 11968-4804+994-127-8373+Wuto Vajeho+Itow@gmail.com+981-825-1737+African+81+11+public+no+8+7+2+8+9+c2+c2+c2+c1
Kaqu Esi+Evo@gmail.com+213 Elmwood Dr Colorado Spgs, CO 80907-4355+565-347-9183+Uyin Fedos+Ogequoc@gmail.com+341-894-3169+African American+71+11+charter+yes+5+5+6+8+6+c4+c1+c4+c2
Hog Otuvuw+Amex@gmail.com+35 Highland Ave Malden, MA 02148-6630+947-643-2356+Obuj Uriroga+Uwu@gmail.com+521-444-8967+African American+81+10+charter+yes+7+7+4+3+9+c3+c1+c3+c1
Kil Bak+Def@gmail.com+817 Kuhlman Rd Houston, TX 77024-3105+993-319-9881+Ubej Baji+Ufu@gmail.com+875-214-3923+African American+81+11+CTE+no+2+7+2+4+1+c1+c2+c3+c1
Wiv Iroqui+Zoqu@gmail.com+95 Rowland Way Novato, CA 94945-5001+278-557-2952+Elic Ugoje+Vit@gmail.com+651-533-6282+South Asian+66+10+private+no+2+9+5+9+4+c3+c1+c1+c1
Kab Axeb+Abi@gmail.com+1016 Clemmons St Jupiter, FL 33477-3305+889-749-1318+Saz Mifu+Inu@gmail.com+639-325-2531+African American+98+10+public+yes+2+8+3+1+8+c1+c2+c3+c2
Ukinaqu Owini+Var@gmail.com+1945 Grand Pheasant Lane Lincoln, CA 95648-0000+442-179-7682+Tun Wiwov+Had@gmail.com+267-411-5692+African+88+11+CTE+no+6+5+8+9+4+c3+c2+c4+c1
Bab Vuk+Mur@gmail.com+9 Evans Ln Cherry Hill, NJ 08003-1805+343-787-5481+Kix Sux+Gode@gmail.com+788-647-2454+African American+84+11+charter+yes+0+0+7+4+1+c2+c1+c1+c1
Uzo Inu+Yil@gmail.com+1937 Jackson St Alexandria, LA 71301-6438+653-199-9489+Kow Ceriv+Sos@gmail.com+278-648-9869+African American+91+11+CTE+yes+2+6+3+7+7+c3+c2+c2+c2
Eja Asiculab+Jat@gmail.com+2837 Glade Aster Ct Raleigh, NC 27604-5468+945-212-3911+Gib Uquenuyes+Ugo@gmail.com+198-378-7971+African American+89+10+public+no+2+7+6+3+6+c4+c2+c4+c1
Uxo Evat+Wec@gmail.com+10707 Corporate Dr Stafford, TX 77477-4001+748-411-8683+Mup Jecib+Kok@gmail.com+159-438-1481+Hispanic/Latino+87+11+public+yes+7+3+8+4+4+c2+c1+c2+c2
Dir Icefef+Puqu@gmail.com+340 W 85th St New York, NY 10024-6265+649-159-7475+Agav Uvewod+Ihav@gmail.com+174-657-5451+African American+97+11+CTE+yes+1+1+4+3+4+c3+c1+c2+c1
Wuzoc Xabi+Ozor@gmail.com+1722 Easterling St Prichard, AL 36610-3102+143-369-8651+Cec Gal+Hug@gmail.com+163-119-4894+African American+71+10+charter+yes+1+9+3+8+2+c2+c2+c1+c1
Kinaw Owevuqu+Upoti@gmail.com+1218 7th Ave E Bradenton, FL 34208-2197+514-653-3679+Ariz Uzani+Ulac@gmail.com+761-331-7436+Caribbean+94+11+private+no+4+0+8+2+3+c4+c1+c4+c1
Mebox Ebibozi+Ibo@gmail.com+100 S Main St Southampton, NY 11968-4804+226-899-4683+Fog Yipicun+Gil@gmail.com+881-558-9446+Hispanic/Latino+65+11+private+yes+7+0+7+9+3+c1+c2+c1+c1
Ahok Ujalahaf+Oso@gmail.com+2507 Edgecliff Dr Farmington, NM 87402-4523+644-452-4797+Uyuqu Hoze+Eped@gmail.com+948-346-9219+Southeast Asian+88+10+charter+no+5+4+3+6+7+c2+c1+c4+c1
Sel Ileb+Ixut@gmail.com+1945 Grand Pheasant Lane Lincoln, CA 95648-0000+264-451-2755+Upef Soqua+Ide@gmail.com+366-774-9879+African American+94+11+CTE+yes+5+7+0+0+4+c4+c2+c2+c1
Guju Isuke+Uxun@gmail.com+990 S Milledge Ave Athens, GA 30605-1334+623-835-2279+Naf Yufir+Tew@gmail.com+373-859-8538+African American+73+11+private+yes+3+6+5+2+3+c2+c1+c4+c2
Ori Das+Mem@gmail.com+1016 Clemmons St Jupiter, FL 33477-3305+351-675-9929+Gap Ipaka+Ozo@gmail.com+272-555-6476+West Indian+85+11+private+yes+3+8+9+0+1+c3+c2+c1+c2
Zuxiz Usaceta+Esiz@gmail.com+1402 Enid St # B Muldrow, OK 74948-4002+238-475-3336+Cetus Avowa+Lawi@gmail.com+644-888-1386+African American+75+11+public+yes+2+2+3+3+5+c3+c1+c1+c2
Sanij Wum+Ojeniy@gmail.com+35 Highland Ave Malden, MA 02148-6630+256-745-7976+Fevon Univi+Akuf@gmail.com+213-319-1758+African American+67+11+public+yes+6+8+0+5+8+c4+c2+c2+c1
Vif Vafe+Urob@gmail.com+01 S Weber St Colorado Springs, CO 80903-2156+221-259-6361+Uvawe Urutuged+Kejoqu@gmail.com+287-122-6371+Hispanic/Latino+77+11+private+yes+2+7+3+4+6+c3+c1+c2+c1
Ugu Oquo+Ehone@gmail.com+327 Quaker Mtg Hse Rd East Sandwich, MA 02537-1300+441-894-6274+Xozo Ogevew+Rus@gmail.com+361-917-4122+African American+82+11+private+yes+7+3+5+8+5+c1+c1+c1+c1
Yup Tekuy+Ohequ@gmail.com+33504 Shorewood Dr Avon, MN 56310-8506+823-437-3233+Zof Erux+Eyigom@gmail.com+689-635-4472+Caribbean+77+10+private+yes+7+7+4+9+7+c4+c2+c1+c2
Uviy Afude+Ihu@gmail.com+49 Johns Valley Dr Fishersville, VA 22939-2049+293-292-5631+Efut Vojis+Aluk@gmail.com+185-257-3969+Hispanic/Latino+82+10+CTE+no+7+2+6+5+9+c4+c1+c3+c2
Egohequ Fub+Peh@gmail.com+340 W 85th St New York, NY 10024-6265+829-616-4524+Jejus Ufido+Ben@gmail.com+931-518-1336+African American+67+10+public+no+6+7+5+6+2+c1+c1+c2+c1
Fam Muqu+Upace@gmail.com+2837 Glade Aster Ct Raleigh, NC 27604-5468+395-488-4759+Tow Izovelik+Api@gmail.com+712-991-8763+Caribbean+74+11+charter+no+3+5+2+9+7+c4+c2+c2+c1
Are Arejuy+Pun@gmail.com+817 Kuhlman Rd Houston, TX 77024-3105+493-479-1264+Quefaz Sex+Acen@gmail.com+749-746-4658+African+81+11+public+yes+4+1+7+8+0+c3+c2+c2+c1
Utocal Urenu+Aloso@gmail.com+201 S Santa Fe Ave Los Angeles, CA 90012-4338+611-737-8193+Zad Voreg+Etego@gmail.com+111-628-7197+Hispanic/Latino+97+10+public+yes+4+6+9+3+0+c3+c2+c3+c2
Vej Ojofi+Oniw@gmail.com+121 Plain St Taunton, MA 02780-4970+197-676-1545+Xefa Rahay+Ubala@gmail.com+443-851-9673+African American+80+10+CTE+yes+4+3+2+1+6+c4+c1+c1+c1
Hec Emece+Cel@gmail.com+349 Rte 31 Flemington, NJ 08822-5777+789-552-2777+Ido Sapo+Udiriv@gmail.com+844-694-8218+African American+67+11+CTE+no+8+6+7+2+3+c4+c2+c2+c2
Ucef Ayufaj+Dije@gmail.com+33504 Shorewood Dr Avon, MN 56310-8506+895-431-3277+Lub Evilolej+Ivid@gmail.com+821-643-5345+South Asian+76+11+CTE+no+7+1+5+0+9+c1+c2+c3+c1
Buz Fupoz+Has@gmail.com+2507 Edgecliff Dr Farmington, NM 87402-4523+753-188-1519+Atu Yenac+Ujohe@gmail.com+123-777-5955+African American+79+11+CTE+no+1+6+4+5+4+c1+c2+c3+c1
Viyu Udiwele+Oquiye@gmail.com+661 Main St Unit C Falmouth, MA 02540-3299+986-193-6191+Upopa Nik+Ugat@gmail.com+253-534-5115+African American+95+10+public+no+5+0+2+4+2+c4+c1+c1+c2
Dum Icuco+Rap@gmail.com+800 Main St La Crosse, WI 54601-4122+853-716-6721+Icuj Iru+Ano@gmail.com+932-371-7254+African American+70+10+private+no+4+7+8+3+0+c4+c2+c4+c1
Wet Owoja+Asa@gmail.com+35 Highland Ave Malden, MA 02148-6630+829-271-2663+Vis Eyu+Ekuded@gmail.com+333-189-9283+Hispanic/Latino+80+11+private+yes+6+6+9+8+2+c1+c2+c1+c2
Aboh Podota+Ukab@gmail.com+213 Elmwood Dr Colorado Spgs, CO 80907-4355+644-131-1681+Akoqu Ihipep+Mas@gmail.com+629-148-6369+African American+86+11+charter+no+0+7+0+3+6+c2+c2+c4+c1
Umuw Izilu+Tit@gmail.com+1016 Clemmons St Jupiter, FL 33477-3305+576-686-1541+Aca Upa+Kij@gmail.com+841-892-5957+East Asian+65+10+CTE+yes+5+2+9+5+0+c1+c2+c3+c2
Ejij Fawuquet+Otiku@gmail.com+01 S Weber St Colorado Springs, CO 80903-2156+244-951-9863+Evu Husus+Uqueh@gmail.com+573-864-5129+Caribbean+69+10+private+yes+5+8+3+2+5+c3+c1+c3+c2
Taz Hihadi+Osi@gmail.com+348 Cruisers Dr Polk City, FL 33868-5127+877-918-5139+Imal Waw+Panu@gmail.com+958-513-2729+Hispanic/Latino+96+10+charter+no+2+8+3+1+8+c3+c1+c1+c2
Uhe Kozas+Pex@gmail.com+1401 Genesee St Utica, NY 13501-4343+719-661-7776+Coy Cid+Ique@gmail.com+949-896-1452+African American+82+11+CTE+no+6+6+1+1+5+c2+c1+c2+c1
Eye Izoxuc+Adu@gmail.com+100 S Main St Southampton, NY 11968-4804+416-625-2333+Oka Okiwav+Ufuw@gmail.com+941-728-8197+African American+96+11+charter+yes+6+4+4+4+8+c3+c2+c1+c2
Eyo Ofaka+Queju@gmail.com+1016 Clemmons St Jupiter, FL 33477-3305+385-631-2859+Eri Ijofiduc+Bihib@gmail.com+945-643-7817+African+79+11+public+yes+4+3+2+9+8+c1+c2+c2+c1
Yim Uzomoxil+Exocog@gmail.com+661 Main St Unit C Falmouth, MA 02540-3299+834-692-2413+Ezi Tezili+Kif@gmail.com+736-342-8982+Hispanic/Latino+89+10+public+no+9+5+5+7+5+c1+c2+c2+c1
Xilos Som+Aya@gmail.com+340 W 85th St New York, NY 10024-6265+364-711-8245+Quin Ukowace+Tepuy@gmail.com+495-395-9471+African American+91+11+private+no+7+6+1+0+5+c2+c2+c4+c1
Mutom Ihivul+Yuj@gmail.com+100 S Main St Southampton, NY 11968-4804+413-285-1812+Dok Kequ+Dax@gmail.com+481-884-7669+African American+94+10+CTE+no+1+9+7+0+7+c3+c1+c4+c1
Oqu Uququ+Esi@gmail.com+35 Highland Ave Malden, MA 02148-6630+515-826-8962+Koc Akino+Bez@gmail.com+428-828-6577+African American+65+10+private+yes+4+5+1+7+2+c2+c1+c4+c2
Eyequ Zepobo+Ror@gmail.com+213 Elmwood Dr Colorado Spgs, CO 80907-4355+525-971-9682+Utoti Umimoh+Kega@gmail.com+442-913-4356+African American+99+11+charter+yes+2+2+2+5+4+c1+c1+c3+c2
Efu Oquin+Hep@gmail.com+100 S Main St Southampton, NY 11968-4804+467-826-7535+Obuv Ivifofa+Lobek@gmail.com+929-678-3878+East Asian+96+10+CTE+no+3+1+9+4+0+c1+c2+c2+c1
Igeh Oyoyir+Uxup@gmail.com+100 S Main St Southampton, NY 11968-4804+975-877-9793+Nun Xixir+Ija@gmail.com+565-816-1341+African+91+11+private+yes+5+7+0+6+8+c3+c2+c4+c2
Gas Idudes+Cefum@gmail.com+990 S Milledge Ave Athens, GA 30605-1334+245-252-4396+Wuv Amug+Uleme@gmail.com+143-815-3547+African American+83+10+CTE+no+5+1+9+8+5+c4+c2+c3+c1
Oquoz Oquof+Fuz@gmail.com+9 Evans Ln Cherry Hill, NJ 08003-1805+178-515-8127+Jikoqu Dajulu+Hequ@gmail.com+737-764-3515+White+89+11+private+yes+5+3+8+6+7+c4+c2+c3+c1
Zif Mupe+Ole@gmail.com+817 Kuhlman Rd Houston, TX 77024-3105+849-934-6891+Xoqu Ecura+Bil@gmail.com+363-682-5882+African American+67+11+private+yes+8+1+6+2+1+c2+c2+c3+c1
Equ Ihah+Ifi@gmail.com+2361 Nw 33rd St Oakland Park, FL 33309-6447+864-192-2975+Ifihi Ixezusaw+Ijud@gmail.com+441-175-4142+African American+86+11+public+no+7+2+1+0+5+c4+c2+c3+c2
Sip Ape+Uza@gmail.com+9 Evans Ln Cherry Hill, NJ 08003-1805+635-712-2937+Inan Ujoceb+Lus@gmail.com+558-464-5555+African American+71+10+public+yes+0+6+9+7+5+c4+c1+c1+c1
Ohi Yak+Neka@gmail.com+817 Kuhlman Rd Houston, TX 77024-3105+642-632-4418+Ote Epubul+Asov@gmail.com+873-636-7728+African American+90+10+public+no+0+9+6+7+8+c2+c2+c3+c1
Lub Okexek+Uxuven@gmail.com+2361 Nw 33rd St Oakland Park, FL 33309-6447+379-686-8153+Vegus Muri+Ayu@gmail.com+335-816-8527+African American+93+10+charter+yes+0+2+1+4+5+c1+c1+c3+c1
Equd Ivin+Gol@gmail.com+201 S Santa Fe Ave Los Angeles, CA 90012-4338+954-769-9153+Alig Egiquodul+Let@gmail.com+218-176-8831+Middle Eastern+80+10+public+yes+3+7+3+6+5+c1+c2+c1+c2
Vip Umo+Oso@gmail.com+120 Aurora St Stockton, CA 95202-3127+864-429-2887+Izi Iyoque+Ivo@gmail.com+596-565-2674+Hispanic/Latino+66+11+CTE+no+3+0+3+1+2+c4+c2+c4+c2
Xon Ogoz+Weme@gmail.com+661 Main St Unit C Falmouth, MA 02540-3299+332-547-4487+Fad Hap+Ozik@gmail.com+578-448-2865+African American+71+11+CTE+yes+3+2+0+0+4+c2+c2+c1+c2
Oxifis Jes+Asa@gmail.com+990 S Milledge Ave Athens, GA 30605-1334+527-158-1658+Yuv Yuyetir+Ger@gmail.com+767-642-6177+African American+84+10+CTE+yes+2+9+3+5+1+c3+c1+c3+c2
Wubes Uzoh+Itey@gmail.com+349 Rte 31 Flemington, NJ 08822-5777+434-413-8827+Tam Ufafiv+Uze@gmail.com+818-586-8376+African American+75+10+CTE+yes+4+4+7+3+0+c3+c2+c3+c2
Igaju Ekepom+Bob@gmail.com+1016 Clemmons St Jupiter, FL 33477-3305+662-861-8742+Towes Ero+Edo@gmail.com+517-251-8434+African American+71+11+CTE+no+5+2+4+1+2+c1+c2+c1+c1
